line_item,section,is_ratio,sort_order,is_subtotal,version,period,lob,value
GWP,Technical,False,1,False,Budget,Jan,Motor,12.52
GWP,Technical,False,1,False,Budget,Jan,Travel,4.33
GWP,Technical,False,1,False,Budget,Jan,Home,3.14
GWP,Technical,False,1,False,Budget,Jan,CHC,2.3
GWP,Technical,False,1,False,Budget,Feb,Motor,12.34
GWP,Technical,False,1,False,Budget,Feb,Travel,4.32
GWP,Technical,False,1,False,Budget,Feb,Home,3.2
GWP,Technical,False,1,False,Budget,Feb,CHC,2.27
GWP,Technical,False,1,False,Budget,Mar,Motor,13.82
GWP,Technical,False,1,False,Budget,Mar,Travel,4.94
GWP,Technical,False,1,False,Budget,Mar,Home,3.46
GWP,Technical,False,1,False,Budget,Mar,CHC,2.49
GWP,Technical,False,1,False,Budget,Q1,Motor,38.94
GWP,Technical,False,1,False,Budget,Q1,Travel,13.04
GWP,Technical,False,1,False,Budget,Q1,Home,9.35
GWP,Technical,False,1,False,Budget,Q1,CHC,6.9
GWP,Technical,False,1,False,Budget,Apr,Motor,12.15
GWP,Technical,False,1,False,Budget,Apr,Travel,4.37
GWP,Technical,False,1,False,Budget,Apr,Home,3.04
GWP,Technical,False,1,False,Budget,Apr,CHC,2.17
GWP,Technical,False,1,False,Budget,May,Motor,12.76
GWP,Technical,False,1,False,Budget,May,Travel,4.32
GWP,Technical,False,1,False,Budget,May,Home,3.1
GWP,Technical,False,1,False,Budget,May,CHC,2.17
GWP,Technical,False,1,False,Budget,Jun,Motor,13.8
GWP,Technical,False,1,False,Budget,Jun,Travel,4.89
GWP,Technical,False,1,False,Budget,Jun,Home,3.41
GWP,Technical,False,1,False,Budget,Jun,CHC,2.53
GWP,Technical,False,1,False,Budget,Q2,Motor,38.28
GWP,Technical,False,1,False,Budget,Q2,Travel,13.48
GWP,Technical,False,1,False,Budget,Q2,Home,9.57
GWP,Technical,False,1,False,Budget,Q2,CHC,7.23
GWP,Technical,False,1,False,Budget,H1,Motor,77.48
GWP,Technical,False,1,False,Budget,H1,Travel,26.55
GWP,Technical,False,1,False,Budget,H1,Home,19.69
GWP,Technical,False,1,False,Budget,H1,CHC,13.61
GWP,Technical,False,1,False,Budget,Q3,Motor,38.91
GWP,Technical,False,1,False,Budget,Q3,Travel,13.03
GWP,Technical,False,1,False,Budget,Q3,Home,9.43
GWP,Technical,False,1,False,Budget,Q3,CHC,7.0
GWP,Technical,False,1,False,Budget,Q4,Motor,39.32
GWP,Technical,False,1,False,Budget,Q4,Travel,13.61
GWP,Technical,False,1,False,Budget,Q4,Home,9.67
GWP,Technical,False,1,False,Budget,Q4,CHC,6.93
GWP,Technical,False,1,False,Budget,2026FY,Motor,150.42
GWP,Technical,False,1,False,Budget,2026FY,Travel,53.47
GWP,Technical,False,1,False,Budget,2026FY,Home,38.39
GWP,Technical,False,1,False,Budget,2026FY,CHC,28.49
GWP,Technical,False,1,False,Forecast1,Jan,Motor,12.86
GWP,Technical,False,1,False,Forecast1,Jan,Travel,4.32
GWP,Technical,False,1,False,Forecast1,Jan,Home,3.21
GWP,Technical,False,1,False,Forecast1,Jan,CHC,2.28
GWP,Technical,False,1,False,Forecast1,Feb,Motor,12.6
GWP,Technical,False,1,False,Forecast1,Feb,Travel,4.52
GWP,Technical,False,1,False,Forecast1,Feb,Home,3.26
GWP,Technical,False,1,False,Forecast1,Feb,CHC,2.34
GWP,Technical,False,1,False,Forecast1,Mar,Motor,14.13
GWP,Technical,False,1,False,Forecast1,Mar,Travel,5.0
GWP,Technical,False,1,False,Forecast1,Mar,Home,3.62
GWP,Technical,False,1,False,Forecast1,Mar,CHC,2.64
GWP,Technical,False,1,False,Forecast1,Q1,Motor,39.54
GWP,Technical,False,1,False,Forecast1,Q1,Travel,13.92
GWP,Technical,False,1,False,Forecast1,Q1,Home,9.76
GWP,Technical,False,1,False,Forecast1,Q1,CHC,7.02
GWP,Technical,False,1,False,Forecast1,Apr,Motor,12.97
GWP,Technical,False,1,False,Forecast1,Apr,Travel,4.59
GWP,Technical,False,1,False,Forecast1,Apr,Home,3.19
GWP,Technical,False,1,False,Forecast1,Apr,CHC,2.34
GWP,Technical,False,1,False,Forecast1,May,Motor,12.86
GWP,Technical,False,1,False,Forecast1,May,Travel,4.41
GWP,Technical,False,1,False,Forecast1,May,Home,3.22
GWP,Technical,False,1,False,Forecast1,May,CHC,2.37
GWP,Technical,False,1,False,Forecast1,Jun,Motor,14.36
GWP,Technical,False,1,False,Forecast1,Jun,Travel,5.18
GWP,Technical,False,1,False,Forecast1,Jun,Home,3.41
GWP,Technical,False,1,False,Forecast1,Jun,CHC,2.63
GWP,Technical,False,1,False,Forecast1,Q2,Motor,39.98
GWP,Technical,False,1,False,Forecast1,Q2,Travel,13.89
GWP,Technical,False,1,False,Forecast1,Q2,Home,10.0
GWP,Technical,False,1,False,Forecast1,Q2,CHC,6.91
GWP,Technical,False,1,False,Forecast1,H1,Motor,79.48
GWP,Technical,False,1,False,Forecast1,H1,Travel,28.13
GWP,Technical,False,1,False,Forecast1,H1,Home,20.53
GWP,Technical,False,1,False,Forecast1,H1,CHC,14.22
GWP,Technical,False,1,False,Forecast1,Q3,Motor,39.29
GWP,Technical,False,1,False,Forecast1,Q3,Travel,13.83
GWP,Technical,False,1,False,Forecast1,Q3,Home,10.16
GWP,Technical,False,1,False,Forecast1,Q3,CHC,7.23
GWP,Technical,False,1,False,Forecast1,Q4,Motor,39.5
GWP,Technical,False,1,False,Forecast1,Q4,Travel,14.11
GWP,Technical,False,1,False,Forecast1,Q4,Home,10.0
GWP,Technical,False,1,False,Forecast1,Q4,CHC,7.32
GWP,Technical,False,1,False,Forecast1,2026FY,Motor,157.47
GWP,Technical,False,1,False,Forecast1,2026FY,Travel,55.52
GWP,Technical,False,1,False,Forecast1,2026FY,Home,39.61
GWP,Technical,False,1,False,Forecast1,2026FY,CHC,27.92
GWP,Technical,False,1,False,Forecast2,Jan,Motor,13.09
GWP,Technical,False,1,False,Forecast2,Jan,Travel,4.58
GWP,Technical,False,1,False,Forecast2,Jan,Home,3.26
GWP,Technical,False,1,False,Forecast2,Jan,CHC,2.33
GWP,Technical,False,1,False,Forecast2,Feb,Motor,12.67
GWP,Technical,False,1,False,Forecast2,Feb,Travel,4.52
GWP,Technical,False,1,False,Forecast2,Feb,Home,3.23
GWP,Technical,False,1,False,Forecast2,Feb,CHC,2.31
GWP,Technical,False,1,False,Forecast2,Mar,Motor,14.6
GWP,Technical,False,1,False,Forecast2,Mar,Travel,5.17
GWP,Technical,False,1,False,Forecast2,Mar,Home,3.79
GWP,Technical,False,1,False,Forecast2,Mar,CHC,2.65
GWP,Technical,False,1,False,Forecast2,Q1,Motor,40.89
GWP,Technical,False,1,False,Forecast2,Q1,Travel,14.22
GWP,Technical,False,1,False,Forecast2,Q1,Home,9.8
GWP,Technical,False,1,False,Forecast2,Q1,CHC,7.32
GWP,Technical,False,1,False,Forecast2,Apr,Motor,13.03
GWP,Technical,False,1,False,Forecast2,Apr,Travel,4.77
GWP,Technical,False,1,False,Forecast2,Apr,Home,3.24
GWP,Technical,False,1,False,Forecast2,Apr,CHC,2.36
GWP,Technical,False,1,False,Forecast2,May,Motor,13.01
GWP,Technical,False,1,False,Forecast2,May,Travel,4.46
GWP,Technical,False,1,False,Forecast2,May,Home,3.33
GWP,Technical,False,1,False,Forecast2,May,CHC,2.38
GWP,Technical,False,1,False,Forecast2,Jun,Motor,14.87
GWP,Technical,False,1,False,Forecast2,Jun,Travel,5.04
GWP,Technical,False,1,False,Forecast2,Jun,Home,3.76
GWP,Technical,False,1,False,Forecast2,Jun,CHC,2.57
GWP,Technical,False,1,False,Forecast2,Q2,Motor,41.14
GWP,Technical,False,1,False,Forecast2,Q2,Travel,14.83
GWP,Technical,False,1,False,Forecast2,Q2,Home,9.98
GWP,Technical,False,1,False,Forecast2,Q2,CHC,7.24
GWP,Technical,False,1,False,Forecast2,H1,Motor,81.53
GWP,Technical,False,1,False,Forecast2,H1,Travel,28.21
GWP,Technical,False,1,False,Forecast2,H1,Home,19.74
GWP,Technical,False,1,False,Forecast2,H1,CHC,14.67
GWP,Technical,False,1,False,Forecast2,Q3,Motor,39.86
GWP,Technical,False,1,False,Forecast2,Q3,Travel,14.37
GWP,Technical,False,1,False,Forecast2,Q3,Home,9.99
GWP,Technical,False,1,False,Forecast2,Q3,CHC,7.54
GWP,Technical,False,1,False,Forecast2,Q4,Motor,40.08
GWP,Technical,False,1,False,Forecast2,Q4,Travel,14.15
GWP,Technical,False,1,False,Forecast2,Q4,Home,10.33
GWP,Technical,False,1,False,Forecast2,Q4,CHC,7.15
GWP,Technical,False,1,False,Forecast2,2026FY,Motor,163.46
GWP,Technical,False,1,False,Forecast2,2026FY,Travel,58.38
GWP,Technical,False,1,False,Forecast2,2026FY,Home,39.44
GWP,Technical,False,1,False,Forecast2,2026FY,CHC,29.4
GWP,Technical,False,1,False,Actuals,Jan,Motor,13.33
GWP,Technical,False,1,False,Actuals,Jan,Travel,4.71
GWP,Technical,False,1,False,Actuals,Jan,Home,3.24
GWP,Technical,False,1,False,Actuals,Jan,CHC,2.33
GWP,Technical,False,1,False,Actuals,Feb,Motor,13.4
GWP,Technical,False,1,False,Actuals,Feb,Travel,4.67
GWP,Technical,False,1,False,Actuals,Feb,Home,3.33
GWP,Technical,False,1,False,Actuals,Feb,CHC,2.4
GWP,Technical,False,1,False,Actuals,Mar,Motor,14.74
GWP,Technical,False,1,False,Actuals,Mar,Travel,5.25
GWP,Technical,False,1,False,Actuals,Mar,Home,3.75
GWP,Technical,False,1,False,Actuals,Mar,CHC,2.65
GWP,Technical,False,1,False,Actuals,Q1,Motor,42.91
GWP,Technical,False,1,False,Actuals,Q1,Travel,14.64
GWP,Technical,False,1,False,Actuals,Q1,Home,10.13
GWP,Technical,False,1,False,Actuals,Q1,CHC,7.55
GWP,Technical,False,1,False,Actuals,Apr,Motor,13.03
GWP,Technical,False,1,False,Actuals,Apr,Travel,4.71
GWP,Technical,False,1,False,Actuals,Apr,Home,3.39
GWP,Technical,False,1,False,Actuals,Apr,CHC,2.35
GWP,Technical,False,1,False,Actuals,May,Motor,13.51
GWP,Technical,False,1,False,Actuals,May,Travel,4.68
GWP,Technical,False,1,False,Actuals,May,Home,3.37
GWP,Technical,False,1,False,Actuals,May,CHC,2.47
GWP,Technical,False,1,False,Actuals,Jun,Motor,14.86
GWP,Technical,False,1,False,Actuals,Jun,Travel,5.15
GWP,Technical,False,1,False,Actuals,Jun,Home,3.67
GWP,Technical,False,1,False,Actuals,Jun,CHC,2.65
GWP,Technical,False,1,False,Actuals,Q2,Motor,41.4
GWP,Technical,False,1,False,Actuals,Q2,Travel,14.6
GWP,Technical,False,1,False,Actuals,Q2,Home,10.42
GWP,Technical,False,1,False,Actuals,Q2,CHC,7.58
GWP,Technical,False,1,False,Actuals,H1,Motor,82.95
GWP,Technical,False,1,False,Actuals,H1,Travel,29.81
GWP,Technical,False,1,False,Actuals,H1,Home,20.63
GWP,Technical,False,1,False,Actuals,H1,CHC,15.69
GWP,Technical,False,1,False,Actuals,Q3,Motor,41.95
GWP,Technical,False,1,False,Actuals,Q3,Travel,14.28
GWP,Technical,False,1,False,Actuals,Q3,Home,10.16
GWP,Technical,False,1,False,Actuals,Q3,CHC,7.53
GWP,Technical,False,1,False,Actuals,Q4,Motor,41.29
GWP,Technical,False,1,False,Actuals,Q4,Travel,14.71
GWP,Technical,False,1,False,Actuals,Q4,Home,10.46
GWP,Technical,False,1,False,Actuals,Q4,CHC,7.45
GWP,Technical,False,1,False,Actuals,2026FY,Motor,163.22
GWP,Technical,False,1,False,Actuals,2026FY,Travel,56.4
GWP,Technical,False,1,False,Actuals,2026FY,Home,41.12
GWP,Technical,False,1,False,Actuals,2026FY,CHC,30.33
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Jan,Motor,4.42
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Jan,Travel,1.5
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Jan,Home,1.1
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Jan,CHC,0.8
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Feb,Motor,4.32
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Feb,Travel,1.54
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Feb,Home,1.1
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Feb,CHC,0.77
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Mar,Motor,4.99
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Mar,Travel,1.75
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Mar,Home,1.26
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Mar,CHC,0.91
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Q1,Motor,13.37
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Q1,Travel,4.72
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Q1,Home,3.47
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Q1,CHC,2.5
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Apr,Motor,4.45
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Apr,Travel,1.66
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Apr,Home,1.11
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Apr,CHC,0.81
GWP Net of IC and FREASS,Technical,False,2,False,Budget,May,Motor,4.48
GWP Net of IC and FREASS,Technical,False,2,False,Budget,May,Travel,1.56
GWP Net of IC and FREASS,Technical,False,2,False,Budget,May,Home,1.09
GWP Net of IC and FREASS,Technical,False,2,False,Budget,May,CHC,0.8
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Jun,Motor,4.87
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Jun,Travel,1.72
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Jun,Home,1.23
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Jun,CHC,0.89
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Q2,Motor,14.39
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Q2,Travel,4.63
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Q2,Home,3.48
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Q2,CHC,2.4
GWP Net of IC and FREASS,Technical,False,2,False,Budget,H1,Motor,27.24
GWP Net of IC and FREASS,Technical,False,2,False,Budget,H1,Travel,9.83
GWP Net of IC and FREASS,Technical,False,2,False,Budget,H1,Home,6.88
GWP Net of IC and FREASS,Technical,False,2,False,Budget,H1,CHC,4.84
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Q3,Motor,13.55
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Q3,Travel,4.88
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Q3,Home,3.39
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Q3,CHC,2.49
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Q4,Motor,13.76
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Q4,Travel,4.75
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Q4,Home,3.58
GWP Net of IC and FREASS,Technical,False,2,False,Budget,Q4,CHC,2.51
GWP Net of IC and FREASS,Technical,False,2,False,Budget,2026FY,Motor,52.77
GWP Net of IC and FREASS,Technical,False,2,False,Budget,2026FY,Travel,19.32
GWP Net of IC and FREASS,Technical,False,2,False,Budget,2026FY,Home,13.57
GWP Net of IC and FREASS,Technical,False,2,False,Budget,2026FY,CHC,10.07
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Jan,Motor,4.46
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Jan,Travel,1.58
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Jan,Home,1.14
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Jan,CHC,0.83
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Feb,Motor,4.43
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Feb,Travel,1.58
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Feb,Home,1.12
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Feb,CHC,0.81
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Mar,Motor,5.27
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Mar,Travel,1.8
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Mar,Home,1.24
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Mar,CHC,0.93
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Q1,Motor,14.75
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Q1,Travel,5.06
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Q1,Home,3.44
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Q1,CHC,2.53
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Apr,Motor,4.64
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Apr,Travel,1.56
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Apr,Home,1.14
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Apr,CHC,0.83
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,May,Motor,4.45
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,May,Travel,1.58
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,May,Home,1.06
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,May,CHC,0.8
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Jun,Motor,5.07
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Jun,Travel,1.74
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Jun,Home,1.32
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Jun,CHC,0.89
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Q2,Motor,14.04
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Q2,Travel,4.97
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Q2,Home,3.64
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Q2,CHC,2.48
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,H1,Motor,28.96
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,H1,Travel,9.92
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,H1,Home,6.95
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,H1,CHC,5.14
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Q3,Motor,14.22
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Q3,Travel,4.9
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Q3,Home,3.55
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Q3,CHC,2.53
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Q4,Motor,14.19
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Q4,Travel,5.02
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Q4,Home,3.65
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,Q4,CHC,2.49
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,2026FY,Motor,59.0
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,2026FY,Travel,19.08
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,2026FY,Home,14.12
GWP Net of IC and FREASS,Technical,False,2,False,Forecast1,2026FY,CHC,10.31
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Jan,Motor,4.64
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Jan,Travel,1.6
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Jan,Home,1.15
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Jan,CHC,0.82
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Feb,Motor,4.57
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Feb,Travel,1.64
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Feb,Home,1.16
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Feb,CHC,0.82
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Mar,Motor,5.29
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Mar,Travel,1.83
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Mar,Home,1.32
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Mar,CHC,0.95
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Q1,Motor,14.21
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Q1,Travel,5.0
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Q1,Home,3.66
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Q1,CHC,2.63
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Apr,Motor,4.62
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Apr,Travel,1.62
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Apr,Home,1.18
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Apr,CHC,0.82
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,May,Motor,4.67
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,May,Travel,1.61
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,May,Home,1.15
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,May,CHC,0.85
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Jun,Motor,5.28
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Jun,Travel,1.85
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Jun,Home,1.33
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Jun,CHC,0.94
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Q2,Motor,14.63
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Q2,Travel,5.02
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Q2,Home,3.63
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Q2,CHC,2.59
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,H1,Motor,28.93
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,H1,Travel,10.22
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,H1,Home,7.11
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,H1,CHC,5.4
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Q3,Motor,14.16
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Q3,Travel,4.94
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Q3,Home,3.69
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Q3,CHC,2.64
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Q4,Motor,14.61
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Q4,Travel,5.11
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Q4,Home,3.61
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,Q4,CHC,2.55
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,2026FY,Motor,57.83
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,2026FY,Travel,19.95
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,2026FY,Home,14.71
GWP Net of IC and FREASS,Technical,False,2,False,Forecast2,2026FY,CHC,10.37
